productName,SKU,productType,productSection,pageTemplate,productOrder,complSheets,complCurtains,complPillowCovers,complCushions,complDecoration,pageTitle,pageSubtitle,pageCopys,pageResources,pageKeywords,pageVideos,pageStatus,pageIcons,pageSeoTitle,pageSeoDescription
Protector De Colchón Mat Sognare Nuo,88713,Protectores De Colchón,Página 6 / Básicos,ProtectoresDeColchon,38,[],[],[],[],[],Sognare Nuo,,[],[],[],[],Activa,[],,
Colchoneta Confort Mat,36271,Protectores De Colchón,Página 6 / Básicos,ProtectoresDeColchon,39,[],[],[],[],[],Confort,,[],[],['nuit'],[],Activa,[],,
Colchoneta Memory Foam Mat,88758,Protectores De Colchón,Página 6 / Básicos,ProtectoresDeColchon,40,[],[],[],[],[],Memory Foam,,[],[],['nuit'],[],Activa,[],,
Sábanas Cabos Mat Almond,88860,Sábanas Cabos,Página 6 / Básicos,VariantesDeColor,41,[],[],[],[],[],Almond,,[],['#efeae7' '#cbbab0'],[],[],Activa,[],,
Sábanas Cabos Mat Gris Neutral,24058,Sábanas Cabos,Página 6 / Básicos,VariantesDeColor,42,[],[],[],[],[],Gris Neutral,,[],['#dcdeda' '#8c9384' 'AMPLIAR'],[],[],Activa,[],,
Sábanas Cabos Mat Menta,24051,Sábanas Cabos,Página 6 / Básicos,VariantesDeColor,43,[],[],[],[],[],Menta,,[],['#e4f5ef' '#a5dfcb'],[],[],Activa,[],,
Sábanas Cabos Mat Vialifresh,23649,Sábanas Cabos,Página 6 / Básicos,VariantesDeColor,44,[],[],[],[],[],Vialifresh,,[],['#ffffff' '#ffffff'],['vialifresh'],[],Activa,[],,
Par Funda De Almohada Std Cabos Blanco,36127,Fundas De Almohada Cabos,Página 6 / Básicos,VariantesDeColor,45,[],[],[],[],[],Cabos Blanco,,[],['#f4f4f4' '#dbdbdb' 'SIN_ACERCAMIENTO'],[],[],Activa,[],,
Par Funda De Almohada Std Cabos Gris,36137,Fundas De Almohada Cabos,Página 6 / Básicos,VariantesDeColor,46,[],[],[],[],[],Cabos Gris,,[],['#eceaea' '#c0bab9' 'SIN_ACERCAMIENTO'],[],[],Activa,[],,
Sábanas Camiseta Mat Azul,88869,Sábanas Camiseta,Página 6 / Básicos,VariantesDeColor,47,[],[],[],[],[],Azul,,[],['#bfc2c8' '#2b354a'],[],[],Activa,[],,
Sábanas Camiseta Mat Celeste,88772,Sábanas Camiseta,Página 6 / Básicos,VariantesDeColor,48,[],[],[],[],[],Celeste,,[],['#dde5e6' '#8ea9ae'],[],[],Activa,[],,
Sábanas Camiseta Mat Almond,88776,Sábanas Camiseta,Página 6 / Básicos,VariantesDeColor,49,[],[],[],[],[],Almond,,[],['#f2ece9' '#d6c2b8'],[],[],Activa,[],,
Sábanas Camiseta Mat Lila,88416,Sábanas Camiseta,Página 6 / Básicos,VariantesDeColor,50,[],[],[],[],[],Lila,,[],['#e6dcdc' '#ae8c8b'],[],[],Activa,[],,
Sábanas Camiseta Mat Gris Glacial,23737,Sábanas Camiseta,Página 6 / Básicos,VariantesDeColor,51,[],[],[],[],[],Gris Glacial,,[],['#f1eeec' '#d1c7c1' 'AMPLIAR'],[],[],Activa,[],,
Sábanas Modal Mat Iris,88799,Sábanas Modal,Página 6 / Básicos,VariantesDeColor,52,[],[],[],[],[],Iris,,[],['#eae3e3' '#bba2a3'],[],[],Activa,[],,
Sábanas Modal Mat Perla,24908,Sábanas Modal,Página 6 / Básicos,VariantesDeColor,53,[],[],[],[],[],Perla,,[],['#ece8e2' '#c1b3a1'],[],[],Activa,[],,
Sábanas Modal Mat Mint,87779,Sábanas Modal,Página 6 / Básicos,VariantesDeColor,54,[],[],[],[],[],Mint,,[],['#f0f4f2' '#cedcd5'],[],[],Activa,[],,
Sábanas Viasoft Mat Jade,88634,Sábanas Viasoft,Página 6 / Básicos,VariantesDeColor,55,[],[],[],[],[],Jade,,[],['#dee3e0' '#94a498'],['viasoft'],[],Activa,[],,
Sábanas Viasoft Mat Almond,88494,Sábanas Viasoft,Página 6 / Básicos,VariantesDeColor,56,[],[],[],[],[],Almond,,[],['#f3eeeb' '#d8c9be'],['viasoft'],[],Activa,[],,
Sábanas Viasoft Mat Celeste,88555,Sábanas Viasoft,Página 6 / Básicos,VariantesDeColor,57,[],[],[],[],[],Celeste,,[],['#e0e7e9' '#9ab0b7'],['viasoft'],[],Activa,[],,
Sábanas Viasoft Mat Marino,24317,Sábanas Viasoft,Página 6 / Básicos,VariantesDeColor,58,[],[],[],[],[],Marino,,[],['#b5b3c6' '#0b0441' 'AMPLIAR'],['viasoft'],[],Activa,[],,
Sábanas Viasoft Mat Gris,24146,Sábanas Viasoft,Página 6 / Básicos,VariantesDeColor,59,[],[],[],[],[],Gris,,[],['#e7e5e1' '#afaa9e' 'AMPLIAR'],['viasoft'],[],Activa,[],,
Sábanas Viasoft Mat Lila,87489,Sábanas Viasoft,Página 6 / Básicos,VariantesDeColor,60,[],[],[],[],[],Lila,,[],['#e6dcdc' '#ae8c8b' 'AMPLIAR'],['viasoft'],[],Activa,[],,
Par Funda De Almohada Std Viasoft Marino,87674,Fundas De Almohada Viasoft,Página 6 / Básicos,VariantesDeColor,61,[],[],[],[],[],Viasoft Marino,,[],['#c1c4d1' '#333b67' 'SIN_ACERCAMIENTO'],['viasoft'],[],Activa,[],,
Par Funda De Almohada Std Viasoft Washed Gris,88805,Fundas De Almohada Viasoft,Página 6 / Básicos,VariantesDeColor,62,[],[],[],[],[],Viasoft Washed Gris,,[],['#dbdbdb' '#8a8a8a' 'SIN_ACERCAMIENTO'],['viasoft'],[],Activa,[],,
Sábanas Viasoft Washed Mat Arena,88638,Sábanas Viasoft Washed,Página 6 / Básicos,VariantesDeColor,63,[],[],[],[],[],Arena,,[],['#e8dacd' '#b3855b'],['viasoft'],[],Activa,[],,
Sábanas Viasoft Washed Mat Blush,88642,Sábanas Viasoft Washed,Página 6 / Básicos,VariantesDeColor,64,[],[],[],[],[],Blush,,[],['#dfd0d1' '#966368'],['viasoft'],[],Activa,[],,
Sábanas Viasoft Washed Mat Gris,88646,Sábanas Viasoft Washed,Página 6 / Básicos,VariantesDeColor,65,[],[],[],[],[],Gris,,[],['#e1e1e1' '#9d9d9b'],['viasoft'],[],Activa,[],,
Sábanas Viasoft Washed Mat Mint,88551,Sábanas Viasoft Washed,Página 6 / Básicos,VariantesDeColor,66,[],[],[],[],[],Mint,,[],['#e4eaea' '#a6bcba'],['viasoft'],[],Activa,[],,
Sábanas Viasoft Washed Mat Atlántico,88563,Sábanas Viasoft Washed,Página 6 / Básicos,VariantesDeColor,67,[],[],[],[],[],Atlántico,,[],['#c9d8db' '#4b7d87'],['viasoft'],[],Activa,[],,
Sábanas Viasoft Washed Mat Coral,88559,Sábanas Viasoft Washed,Página 6 / Básicos,VariantesDeColor,68,[],[],[],[],[],Coral,,[],['#f6ded7' '#e1927a'],['viasoft'],[],Activa,[],,
Sábanas Viasoft Washed Mat Greige,87493,Sábanas Viasoft Washed,Página 6 / Básicos,VariantesDeColor,69,[],[],[],[],[],Greige,,[],['#eceae7' '#c2baaf'],['viasoft'],[],Activa,[],,
Sábanas Viasoft Washed Mat Rose,87497,Sábanas Viasoft Washed,Página 6 / Básicos,VariantesDeColor,70,[],[],[],[],[],Rose,,[],['#f1e6e2' '#d2aca1' 'AMPLIAR'],['viasoft'],[],Activa,[],,
Rodapié Mat Gris Glacial,39910,Rodapiés,Página 6 / Básicos,VariantesDeColor,71,[],[],[],[],[],Gris Glacial,,[],['#ececed' '#c1c1c3'],[],[],Activa,[],,
Rodapié Mat Lila,88593,Rodapiés,Página 6 / Básicos,VariantesDeColor,72,[],[],[],[],[],Lila,,[],['#e4dbdc' '#a6878b'],[],[],Activa,[],,
Rodapié Mat Kaki,87851,Rodapiés,Página 6 / Básicos,VariantesDeColor,73,[],[],[],[],[],Kaki,,[],['#e7dfd5' '#b29576'],[],[],Activa,[],,
Mosquitero Plegable Mat Gris,88885,Mosquitero Plegable,Página 6 / Básicos,Sublinea,74,[],[],[],[],[],Mosquitero Plegable Gris,,[],[],[],[],Activa,[],,
Cojines Pampas,87710,Cojines,Página 7 / Complementos,Sublinea,1,[],[],[],[],[],Pampas,,[],['INDIVIDUAL'],[],[],Activa,[],,
Cojines Trento,88802,Cojines,Página 7 / Complementos,Sublinea,2,[],[],[],[],[],Trento,,[],['CUATRO'],[],[],Activa,[],,
Cojín Everest Barrow,87251,Cojín,Página 7 / Complementos,Sublinea,3,[],[],[],[],[],Barrow,,[],['INDIVIDUAL'],[],[],Activa,[],,
Cojín Everest Bruselas,87252,Cojín,Página 7 / Complementos,Sublinea,4,[],[],[],[],[],Bruselas,,[],['INDIVIDUAL'],[],[],Activa,[],,
Cojín Cuadrado Everest Deep Rose,88217,Cojín,Página 7 / Complementos,Sublinea,5,[],[],[],[],[],Cuadrado Everest Deep Rose,,[],[],[],[],Activa,[],,
Cojín Everest Corazón Deep Rose,88226,Cojín,Página 7 / Complementos,Sublinea,6,[],[],[],[],[],Corazón Deep Rose,,[],[],[],[],Activa,[],,
Cojín Esfera Everest Deep Rose,88242,Cojín,Página 7 / Complementos,Sublinea,7,[],[],[],[],[],Esfera Everest Deep Rose,,[],[],[],[],Activa,[],,
Cojín Esfera Everest Nebraska,88243,Cojín,Página 7 / Complementos,Sublinea,8,[],[],[],[],[],Esfera Everest Nebraska,,[],[],[],[],Activa,[],,
Cojín Deco,87514,Cojín,Página 7 / Complementos,Sublinea,9,[],[],[],[],[],Deco,,[],['DOBLE'],[],[],Activa,[],,
Cojín Santorini,87663,Cojín,Página 7 / Complementos,Sublinea,10,[],[],[],[],[],Santorini,,[],['DOBLE'],[],[],Activa,[],,
Cojín Caspio,88501,Cojín,Página 7 / Complementos,Sublinea,11,[],[],[],[],[],Caspio,,[],['DOBLE'],[],[],Activa,[],,
Cojín Adana,88794,Cojín,Página 7 / Complementos,Sublinea,12,[],[],[],[],[],Adana,,[],['DOBLE'],[],[],Activa,[],,
Cojín Rectangular Uxmal,88784,Cojín,Página 7 / Complementos,Sublinea,13,[],[],[],[],[],Rectangular Uxmal,,[],['DOBLE_VERTICAL'],[],[],Activa,[],,
Cojín Estaño,88516,Cojín,Página 7 / Complementos,Sublinea,14,[],[],[],[],[],Estaño,,[],['DOBLE'],[],[],Activa,[],,
Cojín Arena,88755,Cojín,Página 7 / Complementos,Sublinea,15,[],[],[],[],[],Arena,,[],['DOBLE'],[],[],Activa,[],,
Cojín Circular Velvet Lila,88500,Cojín,Página 7 / Complementos,Sublinea,16,[],[],[],[],[],Circular Lila,,[],['INDIVIDUAL'],[],[],Activa,[],,
Funda De Cojín Velvet Mostaza,36647,Fundas De Cojín Velvet,Página 7 / Complementos,VariantesDeColor,17,[],[],[],[],[],Mostaza,,[],['#fce9c5' '#f5b63e'],[],[],Activa,[],,
Funda De Cojín Velvet Gris,36689,Fundas De Cojín Velvet,Página 7 / Complementos,VariantesDeColor,18,[],[],[],[],[],Gris,,[],['#d5d5d5' '#737373'],[],[],Activa,[],,
Funda De Cojín Velvet Azul,36688,Fundas De Cojín Velvet,Página 7 / Complementos,VariantesDeColor,19,[],[],[],[],[],Azul,,[],['#c3c9d7' '#374c7c'],[],[],Activa,[],,
Funda De Cojín Velvet Lila,87655,Fundas De Cojín Velvet,Página 7 / Complementos,VariantesDeColor,20,[],[],[],[],[],Lila,,[],['#e6dcdc' '#ae8c8c'],[],[],Activa,[],,
Funda De Cojín Velvet Mint,88542,Fundas De Cojín Velvet,Página 7 / Complementos,VariantesDeColor,21,[],[],[],[],[],Mint,,[],['#e3e9e8' '#a2b7b5'],[],[],Activa,[],,
Funda De Cojín Waffle Turquesa,88574,Fundas De Cojín,Página 7 / Complementos,Sublinea,22,[],[],[],[],[],Waffle Turquesa,,[],[],[],[],Activa,[],,
Funda De Cojín Waffle Incienso,88573,Fundas De Cojín,Página 7 / Complementos,Sublinea,23,[],[],[],[],[],Waffle Incienso,,[],[],[],[],Activa,[],,
Funda De Cojín Creta,86786,Fundas De Cojín,Página 7 / Complementos,Sublinea,25,[],[],[],[],[],Creta,,[],[],[],[],Activa,[],,
Funda De Cojín Corzo,88762,Fundas De Cojín,Página 7 / Complementos,Sublinea,26,[],[],[],[],[],Corzo,,[],[],[],[],Activa,[],,
Funda De Cojín Cuadrado Cataluña,88793,Fundas De Cojín,Página 7 / Complementos,Sublinea,27,[],[],[],[],[],Cuadrado Cataluña,,[],[],[],[],Activa,[],,
Funda De Cojín Mérida,87500,Fundas De Cojín,Página 7 / Complementos,Sublinea,28,[],[],[],[],[],Mérida,,[],[],[],[],Activa,[],,
Funda De Cojín Rectangular Mumbai Beige,36629,Fundas De Cojín,Página 7 / Complementos,Sublinea,29,[],[],[],[],[],Rectangular Mumbai Beige,,[],[],[],[],Activa,[],,
Funda De Cojín Rect Mumbai Verde,87800,Fundas De Cojín,Página 7 / Complementos,Sublinea,30,[],[],[],[],[],Rect Mumbai Verde,,[],[],[],[],Activa,[],,
Funda De Cojín Rectangular Mumbai Gray,88586,Fundas De Cojín,Página 7 / Complementos,Sublinea,31,[],[],[],[],[],Rectangular Mumbai Gray,,[],[],[],[],Activa,[],,
Funda De Cojín Rectangular Mumbai Sand,88588,Fundas De Cojín,Página 7 / Complementos,Sublinea,32,[],[],[],[],[],Rectangular Mumbai Sand,,[],[],[],[],Activa,[],,
Funda De Cojín Cuadrado Mumbai Macrame,88587,Fundas De Cojín,Página 7 / Complementos,Sublinea,33,[],[],[],[],[],Cuadrado Mumbai Macrame,,[],[],[],[],Activa,[],,
Relleno De Cojín Cuadrado Basic,35937,Rellenos De Cojín,Página 7 / Complementos,Sublinea,34,[],[],[],[],[],Cuadrado Basic,,[],['INDIVIDUAL'],[],[],Activa,[],,
Relleno De Cojín Rectangular Basic,35989,Rellenos De Cojín,Página 7 / Complementos,Sublinea,35,[],[],[],[],[],Rectangular Basic,,[],['INDIVIDUAL'],[],[],Activa,[],,
Relleno De Cojín Cuadrado Plus,24990,Rellenos De Cojín,Página 7 / Complementos,Sublinea,36,[],[],[],[],[],Cuadrado Plus,,[],['INDIVIDUAL'],[],[],Activa,[],,
Funda De Almohada Std Novo Blush,87741,Fundas De Almohada,Página 7 / Complementos,Sublinea,37,[],[],[],[],[],Novo Blush,,[],['DOBLE_VERTICAL'],[],[],Activa,[],,
Funda De Almohada Std Novo Ultramar,87483,Fundas De Almohada,Página 7 / Complementos,Sublinea,38,[],[],[],[],[],Novo Ultramar,,[],['DOBLE_VERTICAL'],[],[],Activa,[],,
Funda De Almohada Std Novo Creta,87481,Fundas De Almohada,Página 7 / Complementos,Sublinea,39,[],[],[],[],[],Novo Creta,,[],['DOBLE_VERTICAL'],[],[],Activa,[],,
Funda De Almohada Std Velvet Gris,36254,Fundas De Almohada,Página 7 / Complementos,Sublinea,40,[],[],[],[],[],Gris,,[],['INDIVIDUAL'],[],[],Activa,[],,
Funda De Almohada Std Novo Arena,88716,Fundas De Almohada,Página 7 / Complementos,Sublinea,41,[],[],[],[],[],Novo Arena,,[],['DOBLE_VERTICAL'],[],[],Activa,[],,
Funda De Almohada Std Novo Atlántico,88753,Fundas De Almohada,Página 7 / Complementos,Sublinea,42,[],[],[],[],[],Novo Atlántico,,[],['DOBLE_VERTICAL'],[],[],Activa,[],,
Funda De Almohada Std Novo Stone,88481,Fundas De Almohada,Página 7 / Complementos,Sublinea,43,[],[],[],[],[],Novo Stone,,[],['DOBLE_VERTICAL'],[],[],Activa,[],,
Funda De Almohada Std Novo Estaño,88477,Fundas De Almohada,Página 7 / Complementos,Sublinea,44,[],[],[],[],[],Novo Estaño,,[],['DOBLE_VERTICAL'],[],[],Activa,[],,
Funda De Almohada Std Novo Olivo,86622,Fundas De Almohada,Página 7 / Complementos,Sublinea,45,[],[],[],[],[],Novo Olivo,,[],['DOBLE_SLIDER'],[],[],Activa,[],,
Funda De Almohada Std Novo Deep Rose,86621,Fundas De Almohada,Página 7 / Complementos,Sublinea,46,[],[],[],[],[],Novo Deep Rose,,[],['DOBLE_SLIDER'],[],[],Activa,[],,
Funda De Almohada Std Velvet Mint,88483,Fundas De Almohada,Página 7 / Complementos,Sublinea,47,[],[],[],[],[],Mint,,[],['INDIVIDUAL'],[],[],Activa,[],,
Funda De Almohada Europea Gris Neutral,88485,Fundas De Almohada,Página 7 / Complementos,Sublinea,48,[],[],[],[],[],Gris Neutral,,[],[],[],[],Activa,[],,
Funda De Almohada Europea Velvet Lila,87515,Fundas De Almohada,Página 7 / Complementos,Sublinea,49,[],[],[],[],[],Lila,,[],[],[],[],Activa,[],,
Funda De Almohada Europea Everest Deep Rose,88214,Fundas De Almohada,Página 7 / Complementos,Sublinea,50,[],[],[],[],[],Everest Deep Rose,,[],['INDIVIDUAL'],[],[],Activa,[],,
Funda De Almohada Europea Everest Palena,88215,Fundas De Almohada,Página 7 / Complementos,Sublinea,51,[],[],[],[],[],Everest Palena,,[],[],[],[],Activa,[],,
Funda De Almohada Europea Xl Everest Barrow,87247,Fundas De Almohada,Página 7 / Complementos,Sublinea,52,[],[],[],[],[],Everest Barrow,,[],[],[],[],Activa,[],,
Funda De Almohada Europea Muselina Salvia,88705,Fundas De Almohada,Página 7 / Complementos,Sublinea,53,[],[],[],[],[],Muselina Salvia,,[],[],[],[],Activa,[],,
Funda De Almohada Europea Waffle Turquesa,88571,Fundas De Almohada,Página 7 / Complementos,Sublinea,54,[],[],[],[],[],Waffle Turquesa,,[],[],[],[],Activa,[],,
Funda De Almohada Europea Waffle Incienso,88572,Fundas De Almohada,Página 7 / Complementos,Sublinea,55,[],[],[],[],[],Waffle Incienso,,[],[],[],[],Activa,[],,
Funda De Almohada Std Basic Gris,35867,Fundas De Almohada,Página 7 / Complementos,Sublinea,56,[],[],[],[],[],Basic Gris,,[],[],[],[],Activa,[],,
Funda De Almohada Std Voga Peony,88809,Fundas De Almohada,Página 7 / Complementos,Sublinea,57,[],[],[],[],[],Voga Peony,,[],['INDIVIDUAL'],[],[],Activa,[],,
Funda De Almohada Europea Voga Iris,88504,Fundas De Almohada,Página 7 / Complementos,Sublinea,58,[],[],[],[],[],Voga Iris,,[],[],[],[],Activa,[],,
Funda De Almohada Std Voga Perla,88503,Fundas De Almohada,Página 7 / Complementos,Sublinea,59,[],[],[],[],[],Voga Perla,,[],['INDIVIDUAL'],[],[],Activa,[],,
Relleno Almohada Std Balance,35838,Fundas De Almohada,Página 7 / Complementos,Sublinea,60,[],[],[],[],[],Relleno Balance,,[],['INDIVIDUAL'],[],[],Activa,[],,
Bolsa De Regalo Vianney 24-25,88757,Bolsa De Regalo,Página 7 / Complementos,Sublinea,61,[],[],[],[],[],Bolsa De Regalo Vianney 24-25,,[],[],[],[],Activa,[],,
Camino De Mesa Gde Mumbai Olivo,88790,Caminos De Mesa,Página 8 / Comedor y Sala,Sublinea,1,[],[],[],[],[],Mumbai Olivo,,[],[],[],[],Activa,[],,
Camino De Mesa Gde Mumbai Gris,87783,Caminos De Mesa,Página 8 / Comedor y Sala,Sublinea,2,[],[],[],[],[],Mumbai Gris,,[],[],[],[],Activa,[],,
Camino De Mesa Gde Mumbai Siena,87785,Caminos De Mesa,Página 8 / Comedor y Sala,Sublinea,3,[],[],[],[],[],Mumbai Siena,,[],[],[],[],Activa,[],,
Camino De Mesa Gde Mumbai Incienso,88592,Caminos De Mesa,Página 8 / Comedor y Sala,Sublinea,4,[],[],[],[],[],Mumbai Incienso,,[],[],[],[],Activa,[],,
Camino De Mesa Gde Corzo,88761,Caminos De Mesa,Página 8 / Comedor y Sala,Sublinea,5,[],[],[],[],[],Corzo,,[],[],[],[],Activa,[],,
Camino De Mesa Gde Valencia,88854,Caminos De Mesa,Página 8 / Comedor y Sala,Sublinea,6,[],[],[],[],[],Valencia,,[],[],[],[],Activa,[],,
Camino De Mesa Gde Ibiza,86760,Caminos De Mesa,Página 8 / Comedor y Sala,Sublinea,7,[],[],[],[],[],Ibiza,,[],[],[],[],Activa,[],,
Camino De Mesa Gde Mumbai Atlántico,88590,Caminos De Mesa,Página 8 / Comedor y Sala,Sublinea,8,[],[],[],[],[],Mumbai Atlántico,,[],[],[],[],Activa,[],,
Camino De Mesa Gde Mumbai Arena,87810,Caminos De Mesa,Página 8 / Comedor y Sala,Sublinea,9,[],[],[],[],[],Mumbai Arena,,[],[],[],[],Activa,[],,
Camino De Mesa Gde Mumbai Beige,42639,Caminos De Mesa,Página 8 / Comedor y Sala,Sublinea,10,[],[],[],[],[],Mumbai Beige,,[],[],[],[],Activa,[],,
Par Manteles Individuales Bambú,88611,Manteles Individuales,Página 8 / Comedor y Sala,Sublinea,11,[],[],[],[],[],Bambú,,[],[],[],[],Activa,[],,
Par Manteles Individuales Oval,88610,Manteles Individuales,Página 8 / Comedor y Sala,Sublinea,12,[],[],[],[],[],Oval,,[],[],[],[],Activa,[],,
Manteles Individuales Textura Acero,13276,Manteles Individuales,Página 8 / Comedor y Sala,Sublinea,13,[],[],[],[],[],Textura Acero,,[],[],[],[],Activa,[],,
Manteles Individuales Gold,48501,Manteles Individuales,Página 8 / Comedor y Sala,Sublinea,14,[],[],[],[],[],Gold,,[],[],[],[],Activa,[],,
Manteles Individuales Ajijic,87216,Manteles Individuales,Página 8 / Comedor y Sala,Sublinea,15,[],[],[],[],[],Ajijic,,[],[],[],[],Activa,[],,
Par Manteles Individuales Japandi,87485,Manteles Individuales,Página 8 / Comedor y Sala,Sublinea,16,[],[],[],[],[],Japandi,,[],[],[],[],Activa,[],,
Mantel Rectangular Creta,88855,Manteles,Página 8 / Comedor y Sala,Sublinea,17,[],[],[],[],[],Creta,,[],[],[],[],Activa,[],,
Mantel Rectangular Asturias,88858,Manteles,Página 8 / Comedor y Sala,Sublinea,18,[],[],[],[],[],Asturias,,[],[],[],[],Activa,[],,
Mantel Rectangular Cairo,12306,Manteles,Página 8 / Comedor y Sala,Sublinea,19,[],[],[],[],[],Cairo,,[],[],[],[],Activa,[],,
Mantel Rectangular Castilla,87906,Manteles,Página 8 / Comedor y Sala,Sublinea,20,[],[],[],[],[],Castilla,,[],[],[],[],Activa,[],,
Cortina D Tarento,88620,Cortinas,Página 8 / Comedor y Sala,Sublinea,21,[],[],[],[],[],Cortina D Tarento,,[],[],[],[],Activa,[],,
Cortina Trans D Mumbai Blanca,87799,Cortinas,Página 8 / Comedor y Sala,Sublinea,22,[],[],[],[],[],Cortina Trans D Mumbai Blanca,,[],[],[],[],Activa,[],,
Cortina D Ibiza,86765,Cortinas,Página 8 / Comedor y Sala,Sublinea,23,[],[],[],[],[],Cortina D Ibiza,,[],[],[],[],Activa,[],,
Mantel Rectangular Flor De Durazno,88890,Juego de Cocina,Página 8 / Comedor y Sala,AmbienteConMiniambiente,24,[],['88891' 'Cortinas C Flor De Durazno'],[],[],['88892' 'Jgo Cortinas B Flor De Durazno'],Flor De Durazno,Jgo de Cocina,[],['#' 'HORIZONTAL' 'NADA'],[],[],Activa,[],,
Mantel Rectangular Puebla,12499,Juego de Cocina,Página 8 / Comedor y Sala,AmbienteConMiniambiente,25,[],['11710' 'Cortinas C Puebla'],[],[],['11709' 'Jgo Cortinas B Puebla'],Puebla,Jgo de Cocina,[],['#f9f5f2' 'DOBLE' 'NADA'],[],[],Activa,[],,
Mantel Rectangular Huerta,87844,Juego de Cocina,Página 8 / Comedor y Sala,AmbienteConMiniambiente,26,[],['88893' 'Cortina C Huerta'],[],[],['87846' 'Jgo Cortinas B Huerta'],Huerta,Jgo de Cocina,[],['#' 'HORIZONTAL' 'NADA'],[],[],Activa,[],,
Cojín Multiusos Porto Denim,88609,Cojín Multiusos Porto,Página 8 / Comedor y Sala,VariantesDeColor,27,[],[],[],[],[],Denim,,[],['#cfdbe8' '#6089b5'],[],[],Activa,[],,
Cojín Multiusos Porto Kaki,88608,Cojín Multiusos Porto,Página 8 / Comedor y Sala,VariantesDeColor,28,[],[],[],[],[],Kaki,,[],['#efe8e3' '#cab5a3'],[],[],Activa,[],,
Cojín Multiusos Porto Gris Glaciar,88607,Cojín Multiusos Porto,Página 8 / Comedor y Sala,VariantesDeColor,29,[],[],[],[],[],Gris Glaciar,,[],['#efeff0' '#cccbcd'],[],[],Activa,[],,
Protector Silla Veli Dammar,75140,Protectores de Silla,Página 8 / Comedor y Sala,AmbienteConMiniambiente,30,[],[],[],[],[],Veli Dammar,Protector Silla,[],['#f3cccf' '' 'NADA'],[],[],Activa,[],,
Protector Silla Veli Marino,75143,Protectores de Silla,Página 8 / Comedor y Sala,AmbienteConMiniambiente,31,[],[],[],[],[],Veli Marino,Protector Silla,[],['#c5d1e0' '' 'NADA'],[],[],Activa,[],,
Protector Silla Niza Kaki,88534,Protectores de Silla,Página 8 / Comedor y Sala,AmbienteConMiniambiente,32,[],[],[],[],[],Niza Kaki,Protector Silla,[],['#e9e4dd' '' 'NADA'],[],[],Activa,[],,
Protector Silla Niza Café,87625,Protectores de Silla,Página 8 / Comedor y Sala,AmbienteConMiniambiente,33,[],[],[],[],[],Niza Café,Protector Silla,[],['#eeeae5' '' 'NADA'],[],[],Activa,[],,
Mandil Creta,88895,Mandiles,Página 8 / Comedor y Sala,Sublinea,34,[],[],[],[],[],Creta,,[],[],[],[],Activa,[],,
Mandil Estaño,88894,Mandiles,Página 8 / Comedor y Sala,Sublinea,35,[],[],[],[],[],Estaño,,[],[],[],[],Activa,[],,
Mandil Premium,77560,Mandiles,Página 8 / Comedor y Sala,Sublinea,36,[],[],[],[],[],Premium,,[],[],[],[],Activa,[],,
Mandil Ibiza,86764,Mandiles,Página 8 / Comedor y Sala,Sublinea,37,[],[],[],[],[],Ibiza,,[],[],[],[],Activa,[],,
Funda De Sillón Niza Sofá Greige,87634,Funda De Sillón Niza,Página 8 / Comedor y Sala,AmbienteConMiniambiente,38,[],[],[],[],[],Greige,Funda de Sillón,[],['#eeebea' '' 'VARIANTES'],[],[],Activa,[],,
Funda De Sillón Niza Sofá Verde,88523,Funda De Sillón Niza,Página 8 / Comedor y Sala,AmbienteConMiniambiente,39,[],[],[],[],[],Verde,Funda de Sillón,[],['#e7e4e1' '' 'VARIANTES'],[],[],Activa,[],,
Funda De Sillón Niza Sofá Gris,86677,Funda De Sillón Niza,Página 8 / Comedor y Sala,AmbienteConMiniambiente,40,[],[],[],[],[],Gris,Funda de Sillón,[],['#ece7e2' '' 'VARIANTES'],[],[],Activa,[],,
Funda De Sillón Niza Sofá Mango,88526,Funda De Sillón Niza,Página 8 / Comedor y Sala,AmbienteConMiniambiente,41,[],[],[],[],[],Mango,Funda de Sillón,[],['#f8e2c2' '' 'VARIANTES'],[],[],Activa,[],,
Funda De Sillón Niza Sofá Marino,87640,Funda De Sillón Niza,Página 8 / Comedor y Sala,AmbienteConMiniambiente,42,[],[],[],[],[],Marino,Funda de Sillón,[],['#c5cad5' '' 'VARIANTES'],[],[],Activa,[],,
Funda De Sillón Niza Sofá Kaki,88529,Funda De Sillón Niza,Página 8 / Comedor y Sala,AmbienteConMiniambiente,43,[],[],[],[],[],Kaki,Funda de Sillón,[],['#e7e3e0' '' 'VARIANTES'],[],[],Activa,[],,
Funda De Sillón Niza Sofá Café,81009,Funda De Sillón Niza,Página 8 / Comedor y Sala,AmbienteConMiniambiente,44,[],[],[],[],[],Café,Funda de Sillón,[],['#d5cac6' '' 'VARIANTES'],[],[],Activa,[],,
Fundas De Silla Niza Gris,86672,Fundas De Silla Niza,Página 8 / Comedor y Sala,VariantesDeColor,45,[],[],[],[],[],Niza Gris,,[],['#d3d3d3' '#6f6f6f'],[],[],Activa,[],,
Fundas De Silla Niza Kaki,86673,Fundas De Silla Niza,Página 8 / Comedor y Sala,VariantesDeColor,46,[],[],[],[],[],Niza Kaki,,[],['#eae1d9' '#b99c82'],[],[],Activa,[],,
