productName,SKU,productType,productSection,productOrder,complSheets,complCurtains,complPillowCovers,complCushions,complDecoration,pageTemplate,pageTitle,pageSubtitle,pageCopys,pageResources,pageKeywords,pageVideos,pageStatus,pageIcons,pageSeoTitle,pageSeoDescription
Funda De Almohada Abrazable Viasoft Washed Rose,87813,Fundas De Almohada,Página 6 / Básicos,32,[],[],[],[],[],Sublinea, Viasoft Washed Rose,,[],[],['viasoft'],[],Activa,[],,
Protector De Colchón Mat Vialifresh,36082,Protectores De Colchón,Página 6 / Básicos,33,[],[],[],[],[],ProtectoresDeColchon,Vialifresh,,[],[],['vialifresh'],[],Activa,[],,
Protector De Colchón Mat Tencel,87743,Protectores De Colchón,Página 6 / Básicos,34,[],[],[],[],[],ProtectoresDeColchon,Tencel,,[],[],[],[],Activa,[],,
Protector De Colchón Mat Impermeable,36102,Protectores De Colchón,Página 6 / Básicos,35,[],[],[],[],[],ProtectoresDeColchon,Impermeable,,[],[],[],[],Activa,[],,
Protector De Colchón Cuna Impermeable Baby,36111,Protectores De Colchón,Página 6 / Básicos,36,[],[],[],[],[],ProtectoresDeColchon,Impermeable Baby,,[],[],[],[],Activa,[],,
Protector De Colchón Mat Básico Plus,24964,Protectores De Colchón,Página 6 / Básicos,37,[],[],[],[],[],ProtectoresDeColchon,Básico Plus,,[],[],[],[],Activa,[],,
Protector De Colchón Mat Sognare Nuo,88713,Protectores De Colchón,Página 6 / Básicos,38,[],[],[],[],[],ProtectoresDeColchon,Sognare Nuo,,[],[],[],[],Activa,[],,
Colchoneta Confort Mat,36271,Protectores De Colchón,Página 6 / Básicos,39,[],[],[],[],[],ProtectoresDeColchon,Confort,,[],[],['nuit'],[],Activa,[],,
Colchoneta Memory Foam Mat,88758,Protectores De Colchón,Página 6 / Básicos,40,[],[],[],[],[],ProtectoresDeColchon,Memory Foam,,[],[],['nuit'],[],Activa,[],,
Sábanas Cabos Mat Almond,88860,Sábanas Cabos,Página 6 / Básicos,41,[],[],[],[],[],VariantesDeColor,Almond,,[],[],[],[],Activa,[],,
Sábanas Cabos Mat Gris Neutral,24058,Sábanas Cabos,Página 6 / Básicos,42,[],[],[],[],[],VariantesDeColor,Gris Neutral,,[],['#' '#8c9384'],[],[],Activa,[],,
Sábanas Cabos Mat Menta,24051,Sábanas Cabos,Página 6 / Básicos,43,[],[],[],[],[],VariantesDeColor,Menta,,[],['#' '#a5dfcb'],[],[],Activa,[],,
Sábanas Cabos Mat Vialifresh,23649,Sábanas Cabos,Página 6 / Básicos,44,[],[],[],[],[],VariantesDeColor,Vialifresh,,[],['#' '#ffffff'],['vialifresh'],[],Activa,[],,
Par Funda De Almohada Std Cabos Blanco,36127,Fundas De Almohada,Página 6 / Básicos,45,[],[],[],[],[],VariantesDeColor,Cabos Blanco,,[],[],[],[],Activa,[],,
Par Funda De Almohada Std Cabos Gris,36137,Fundas De Almohada,Página 6 / Básicos,46,[],[],[],[],[],VariantesDeColor,Cabos Gris,,[],[],[],[],Activa,[],,
Sábanas Camiseta Mat Azul,88869,Sábanas Camiseta,Página 6 / Básicos,47,[],[],[],[],[],VariantesDeColor,Azul,,[],[],[],[],Activa,[],,
Sábanas Camiseta Mat Celeste,88772,Sábanas Camiseta,Página 6 / Básicos,48,[],[],[],[],[],VariantesDeColor,Celeste,,[],[],[],[],Activa,[],,
Sábanas Camiseta Mat Almond,88776,Sábanas Camiseta,Página 6 / Básicos,49,[],[],[],[],[],VariantesDeColor,Almond,,[],[],[],[],Activa,[],,
Sábanas Camiseta Mat Lila,88416,Sábanas Camiseta,Página 6 / Básicos,50,[],[],[],[],[],VariantesDeColor,Lila,,[],['#' '#ae8c8b'],[],[],Activa,[],,
Sábanas Camiseta Mat Gris Glacial,23737,Sábanas Camiseta,Página 6 / Básicos,51,[],[],[],[],[],VariantesDeColor,Gris Glacial,,[],['#' '#d1c7c1'],[],[],Activa,[],,
Sábanas Modal Mat Iris,88799,Sábanas Modal,Página 6 / Básicos,52,[],[],[],[],[],VariantesDeColor,Iris,,[],[],[],[],Activa,[],,
Sábanas Modal Mat Perla,24908,Sábanas Modal,Página 6 / Básicos,53,[],[],[],[],[],VariantesDeColor,Perla,,[],[],[],[],Activa,[],,
Sábanas Modal Mat Mint,87779,Sábanas Modal,Página 6 / Básicos,54,[],[],[],[],[],VariantesDeColor,Mint,,[],[],[],[],Activa,[],,
Sábanas Viasoft Mat Jade,88634,Sábanas Viasoft,Página 6 / Básicos,55,[],[],[],[],[],VariantesDeColor,Jade,,[],[],['viasoft'],[],Activa,[],,
Sábanas Viasoft Mat Almond,88494,Sábanas Viasoft,Página 6 / Básicos,56,[],[],[],[],[],VariantesDeColor,Almond,,[],['#' '#d8c9be'],['viasoft'],[],Activa,[],,
Sábanas Viasoft Mat Celeste,88555,Sábanas Viasoft,Página 6 / Básicos,57,[],[],[],[],[],VariantesDeColor,Celeste,,[],['#' '#9ab0b7'],['viasoft'],[],Activa,[],,
Sábanas Viasoft Mat Marino,24317,Sábanas Viasoft,Página 6 / Básicos,58,[],[],[],[],[],VariantesDeColor,Marino,,[],['#' '#0b0441'],['viasoft'],[],Activa,[],,
Sábanas Viasoft Mat Gris,24146,Sábanas Viasoft,Página 6 / Básicos,59,[],[],[],[],[],VariantesDeColor,Gris,,[],['#' '#afaa9e'],['viasoft'],[],Activa,[],,
Sábanas Viasoft Mat Lila,87489,Sábanas Viasoft,Página 6 / Básicos,60,[],[],[],[],[],VariantesDeColor,Lila,,[],['#' '#ae8c8b'],['viasoft'],[],Activa,[],,
Par Funda De Almohada Std Viasoft Marino,87674,Fundas De Almohada,Página 6 / Básicos,61,[],[],[],[],[],VariantesDeColor,Viasoft Marino,,[],[],['viasoft'],[],Activa,[],,
Par Funda De Almohada Std Viasoft Washed Gris,88805,Fundas De Almohada,Página 6 / Básicos,62,[],[],[],[],[],VariantesDeColor,Viasoft Washed Gris,,[],[],['viasoft'],[],Activa,[],,
Sábanas Viasoft Washed Mat Arena,88638,Sábanas Viasoft Washed,Página 6 / Básicos,63,[],[],[],[],[],VariantesDeColor,Arena,,[],[],['viasoft'],[],Activa,[],,
Sábanas Viasoft Washed Mat Blush,88642,Sábanas Viasoft Washed,Página 6 / Básicos,64,[],[],[],[],[],VariantesDeColor,Blush,,[],[],['viasoft'],[],Activa,[],,
Sábanas Viasoft Washed Mat Gris,88646,Sábanas Viasoft Washed,Página 6 / Básicos,65,[],[],[],[],[],VariantesDeColor,Gris,,[],[],['viasoft'],[],Activa,[],,
Sábanas Viasoft Washed Mat Mint,88551,Sábanas Viasoft Washed,Página 6 / Básicos,66,[],[],[],[],[],VariantesDeColor,Mint,,[],['#' '#a6bcba'],['viasoft'],[],Activa,[],,
Sábanas Viasoft Washed Mat Atlántico,88563,Sábanas Viasoft Washed,Página 6 / Básicos,67,[],[],[],[],[],VariantesDeColor,Atlántico,,[],['#' '#4b7d87'],['viasoft'],[],Activa,[],,
Sábanas Viasoft Washed Mat Coral,88559,Sábanas Viasoft Washed,Página 6 / Básicos,68,[],[],[],[],[],VariantesDeColor,Coral,,[],['#' '#e1927a'],['viasoft'],[],Activa,[],,
Sábanas Viasoft Washed Mat Greige,87493,Sábanas Viasoft Washed,Página 6 / Básicos,69,[],[],[],[],[],VariantesDeColor,Greige,,[],['#' '#c2baaf'],['viasoft'],[],Activa,[],,
Sábanas Viasoft Washed Mat Rose,87497,Sábanas Viasoft Washed,Página 6 / Básicos,70,[],[],[],[],[],VariantesDeColor,Rose,,[],['#' '#d2aca1'],['viasoft'],[],Activa,[],,
Rodapié Mat Gris Glacial,39910,Rodapiés,Página 6 / Básicos,71,[],[],[],[],[],VariantesDeColor,Gris Glacial,,[],[],[],[],Activa,[],,
Rodapié Mat Lila,88593,Rodapiés,Página 6 / Básicos,72,[],[],[],[],[],VariantesDeColor,Lila,,[],[],[],[],Activa,[],,
Rodapié Mat Kaki,87851,Rodapiés,Página 6 / Básicos,73,[],[],[],[],[],VariantesDeColor,Kaki,,[],[],[],[],Activa,[],,
Mosquitero Plegable Mat Gris,88885,Mosquitero Plegable,Página 6 / Básicos,74,[],[],[],[],[],Sublinea,Mosquitero Plegable Gris,,[],[],[],[],Activa,[],,
Cojines Pampas,87710,Cojines,Página 7 / Complementos,1,[],[],[],[],[],Sublinea,Pampas,,[],[],[],[],Activa,[],,
Cojines Trento,88802,Cojines,Página 7 / Complementos,2,[],[],[],[],[],Sublinea,Trento,,[],[],[],[],Activa,[],,
Cojín Everest Barrow,87251,Cojín,Página 7 / Complementos,3,[],[],[],[],[],Sublinea,Barrow,,[],[],[],[],Activa,[],,
Cojín Everest Bruselas,87252,Cojín,Página 7 / Complementos,4,[],[],[],[],[],Sublinea,Bruselas,,[],[],[],[],Activa,[],,
Cojín Cuadrado Everest Deep Rose,88217,Cojín,Página 7 / Complementos,5,[],[],[],[],[],Sublinea,Cuadrado Everest Deep Rose,,[],[],[],[],Activa,[],,
Cojín Everest Corazón Deep Rose,88226,Cojín,Página 7 / Complementos,6,[],[],[],[],[],Sublinea,Corazón Deep Rose,,[],[],[],[],Activa,[],,
Cojín Esfera Everest Deep Rose,88242,Cojín,Página 7 / Complementos,7,[],[],[],[],[],Sublinea,Esfera Everest Deep Rose,,[],[],[],[],Activa,[],,
Cojín Esfera Everest Nebraska,88243,Cojín,Página 7 / Complementos,8,[],[],[],[],[],Sublinea,Esfera Everest Nebraska,,[],[],[],[],Activa,[],,
Cojín Deco,87514,Cojín,Página 7 / Complementos,9,[],[],[],[],[],Sublinea,Deco,,[],[],[],[],Activa,[],,
Cojín Santorini,87663,Cojín,Página 7 / Complementos,10,[],[],[],[],[],Sublinea,Santorini,,[],[],[],[],Activa,[],,
Cojín Caspio,88501,Cojín,Página 7 / Complementos,11,[],[],[],[],[],Sublinea,Caspio,,[],[],[],[],Activa,[],,
Cojín Adana,88794,Cojín,Página 7 / Complementos,12,[],[],[],[],[],Sublinea,Adana,,[],[],[],[],Activa,[],,
Cojín Rectangular Uxmal,88784,Cojín,Página 7 / Complementos,13,[],[],[],[],[],Sublinea,Rectangular Uxmal,,[],[],[],[],Activa,[],,
Cojín Estaño,88516,Cojín,Página 7 / Complementos,14,[],[],[],[],[],Sublinea,Estaño,,[],[],[],[],Activa,[],,
Cojín Arena,88755,Cojín,Página 7 / Complementos,15,[],[],[],[],[],Sublinea,Arena,,[],[],[],[],Activa,[],,
Cojín Circular Velvet Lila,88500,Cojín,Página 7 / Complementos,16,[],[],[],[],[],Sublinea,Circular Lila,,[],[],[],[],Activa,[],,
Funda De Cojín Velvet Mostaza,36647,Fundas De Cojín Velvet,Página 7 / Complementos,17,[],[],[],[],[],VariantesDeColor,Mostaza,,[],['#' '#f5b63e'],[],[],Activa,[],,
Funda De Cojín Velvet Gris,36689,Fundas De Cojín Velvet,Página 7 / Complementos,18,[],[],[],[],[],VariantesDeColor,Gris,,[],['#' '#737373'],[],[],Activa,[],,
Funda De Cojín Velvet Azul,36688,Fundas De Cojín Velvet,Página 7 / Complementos,19,[],[],[],[],[],VariantesDeColor,Azul,,[],['#' '#374c7c'],[],[],Activa,[],,
Funda De Cojín Velvet Lila,87655,Fundas De Cojín Velvet,Página 7 / Complementos,20,[],[],[],[],[],VariantesDeColor,Lila,,[],['#' '#ae8c8c'],[],[],Activa,[],,
Funda De Cojín Velvet Mint,88542,Fundas De Cojín Velvet,Página 7 / Complementos,21,[],[],[],[],[],VariantesDeColor,Mint,,[],['#' '#a2b7b5'],[],[],Activa,[],,
Funda De Cojín Waffle Turquesa,88574,Fundas De Cojín,Página 7 / Complementos,22,[],[],[],[],[],Sublinea,Waffle Turquesa,,[],[],[],[],Activa,[],,
Funda De Cojín Waffle Incienso,88573,Fundas De Cojín,Página 7 / Complementos,23,[],[],[],[],[],Sublinea,Waffle Incienso,,[],[],[],[],Activa,[],,
Funda De Cojín Creta,86786,Fundas De Cojín,Página 7 / Complementos,25,[],[],[],[],[],Sublinea,Creta,,[],[],[],[],Activa,[],,
Funda De Cojín Corzo,88762,Fundas De Cojín,Página 7 / Complementos,26,[],[],[],[],[],Sublinea,Corzo,,[],[],[],[],Activa,[],,
Funda De Cojín Cuadrado Cataluña,88793,Fundas De Cojín,Página 7 / Complementos,27,[],[],[],[],[],Sublinea,Cuadrado Cataluña,,[],[],[],[],Activa,[],,
Funda De Cojín Mérida,87500,Fundas De Cojín,Página 7 / Complementos,28,[],[],[],[],[],Sublinea,Mérida,,[],[],[],[],Activa,[],,
Funda De Cojín Rectangular Mumbai Beige,36629,Fundas De Cojín,Página 7 / Complementos,29,[],[],[],[],[],Sublinea,Rectangular Mumbai Beige,,[],[],[],[],Activa,[],,
Funda De Cojín Rect Mumbai Verde,87800,Fundas De Cojín,Página 7 / Complementos,30,[],[],[],[],[],Sublinea,Rect Mumbai Verde,,[],[],[],[],Activa,[],,
Funda De Cojín Rectangular Mumbai Gray,88586,Fundas De Cojín,Página 7 / Complementos,31,[],[],[],[],[],Sublinea,Rectangular Mumbai Gray,,[],[],[],[],Activa,[],,
Funda De Cojín Rectangular Mumbai Sand,88588,Fundas De Cojín,Página 7 / Complementos,32,[],[],[],[],[],Sublinea,Rectangular Mumbai Sand,,[],[],[],[],Activa,[],,
Funda De Cojín Cuadrado Mumbai Macrame,88587,Fundas De Cojín,Página 7 / Complementos,33,[],[],[],[],[],Sublinea,Cuadrado Mumbai Macrame,,[],[],[],[],Activa,[],,
Relleno De Cojín Cuadrado Basic,35937,Rellenos De Cojín,Página 7 / Complementos,34,[],[],[],[],[],Sublinea,Cuadrado Basic,,[],[],[],[],Activa,[],,
Relleno De Cojín Rectangular Basic,35989,Rellenos De Cojín,Página 7 / Complementos,35,[],[],[],[],[],Sublinea,Rectangular Basic,,[],[],[],[],Activa,[],,
Relleno De Cojín Cuadrado Plus,24990,Rellenos De Cojín,Página 7 / Complementos,36,[],[],[],[],[],Sublinea,Cuadrado Plus,,[],[],[],[],Activa,[],,
Funda De Almohada Std Novo Blush,87741,Fundas De Almohada,Página 7 / Complementos,37,[],[],[],[],[],Sublinea,Novo Blush,,[],[],[],[],Activa,[],,
Funda De Almohada Std Novo Ultramar,87483,Fundas De Almohada,Página 7 / Complementos,38,[],[],[],[],[],Sublinea,Novo Ultramar,,[],[],[],[],Activa,[],,
Funda De Almohada Std Novo Creta,87481,Fundas De Almohada,Página 7 / Complementos,39,[],[],[],[],[],Sublinea,Novo Creta,,[],[],[],[],Activa,[],,
Funda De Almohada Std Velvet Gris,36254,Fundas De Almohada,Página 7 / Complementos,40,[],[],[],[],[],Sublinea,Gris,,[],[],[],[],Activa,[],,
Funda De Almohada Std Novo Arena,88716,Fundas De Almohada,Página 7 / Complementos,41,[],[],[],[],[],Sublinea,Novo Arena,,[],[],[],[],Activa,[],,
Funda De Almohada Std Novo Atlántico,88753,Fundas De Almohada,Página 7 / Complementos,42,[],[],[],[],[],Sublinea,Novo Atlántico,,[],[],[],[],Activa,[],,
Funda De Almohada Std Novo Stone,88481,Fundas De Almohada,Página 7 / Complementos,43,[],[],[],[],[],Sublinea,Novo Stone,,[],[],[],[],Activa,[],,
Funda De Almohada Std Novo Estaño,88477,Fundas De Almohada,Página 7 / Complementos,44,[],[],[],[],[],Sublinea,Novo Estaño,,[],[],[],[],Activa,[],,
Funda De Almohada Std Novo Olivo,86622,Fundas De Almohada,Página 7 / Complementos,45,[],[],[],[],[],Sublinea,Novo Olivo,,[],[],[],[],Activa,[],,
Funda De Almohada Std Novo Deep Rose,86621,Fundas De Almohada,Página 7 / Complementos,46,[],[],[],[],[],Sublinea,Novo Deep Rose,,[],[],[],[],Activa,[],,
Funda De Almohada Std Velvet Mint,88483,Fundas De Almohada,Página 7 / Complementos,47,[],[],[],[],[],Sublinea,Mint,,[],[],[],[],Activa,[],,
Funda De Almohada Europea Gris Neutral,88485,Fundas De Almohada,Página 7 / Complementos,48,[],[],[],[],[],Sublinea,Gris Neutral,,[],[],[],[],Activa,[],,
Funda De Almohada Europea Velvet Lila,87515,Fundas De Almohada,Página 7 / Complementos,49,[],[],[],[],[],Sublinea,Lila,,[],[],[],[],Activa,[],,
Funda De Almohada Europea Everest Deep Rose,88214,Fundas De Almohada,Página 7 / Complementos,50,[],[],[],[],[],Sublinea,Everest Deep Rose,,[],[],[],[],Activa,[],,
Funda De Almohada Europea Everest Palena,88215,Fundas De Almohada,Página 7 / Complementos,51,[],[],[],[],[],Sublinea,Everest Palena,,[],[],[],[],Activa,[],,
Funda De Almohada Europea Xl Everest Barrow,87247,Fundas De Almohada,Página 7 / Complementos,52,[],[],[],[],[],Sublinea,Everest Barrow,,[],[],[],[],Activa,[],,
Funda De Almohada Europea Muselina Salvia,88705,Fundas De Almohada,Página 7 / Complementos,53,[],[],[],[],[],Sublinea,Muselina Salvia,,[],[],[],[],Activa,[],,
Funda De Almohada Europea Waffle Turquesa,88571,Fundas De Almohada,Página 7 / Complementos,54,[],[],[],[],[],Sublinea,Waffle Turquesa,,[],[],[],[],Activa,[],,
Funda De Almohada Europea Waffle Incienso,88572,Fundas De Almohada,Página 7 / Complementos,55,[],[],[],[],[],Sublinea,Waffle Incienso,,[],[],[],[],Activa,[],,
Funda De Almohada Std Basic Gris,35867,Fundas De Almohada,Página 7 / Complementos,56,[],[],[],[],[],Sublinea,Basic Gris,,[],[],[],[],Activa,[],,
Funda De Almohada Std Voga Peony,88809,Fundas De Almohada,Página 7 / Complementos,57,[],[],[],[],[],Sublinea,Voga Peony,,[],[],[],[],Activa,[],,
Funda De Almohada Europea Voga Iris,88504,Fundas De Almohada,Página 7 / Complementos,58,[],[],[],[],[],Sublinea,Voga Iris,,[],[],[],[],Activa,[],,
Funda De Almohada Std Voga Perla,88503,Fundas De Almohada,Página 7 / Complementos,59,[],[],[],[],[],Sublinea,Voga Perla,,[],[],[],[],Activa,[],,
Relleno Almohada Std Balance,35838,Fundas De Almohada,Página 7 / Complementos,60,[],[],[],[],[],Sublinea,Relleno Balance,,[],[],[],[],Activa,[],,
Bolsa De Regalo Vianney 24-25,88757,Bolsa De Regalo,Página 7 / Complementos,61,[],[],[],[],[],Sublinea,Bolsa De Regalo Vianney 24-25,,[],[],[],[],Activa,[],,
Camino De Mesa Gde Mumbai Olivo,88790,Caminos De Mesa,Página 8 / Comedor y Sala,1,[],[],[],[],[],Sublinea,Mumbai Olivo,,[],[],[],[],Activa,[],,
Camino De Mesa Gde Mumbai Gris,87783,Caminos De Mesa,Página 8 / Comedor y Sala,2,[],[],[],[],[],Sublinea,Mumbai Gris,,[],[],[],[],Activa,[],,
Camino De Mesa Gde Mumbai Siena,87785,Caminos De Mesa,Página 8 / Comedor y Sala,3,[],[],[],[],[],Sublinea,Mumbai Siena,,[],[],[],[],Activa,[],,
Camino De Mesa Gde Mumbai Incienso,88592,Caminos De Mesa,Página 8 / Comedor y Sala,4,[],[],[],[],[],Sublinea,Mumbai Incienso,,[],[],[],[],Activa,[],,
Camino De Mesa Gde Corzo,88761,Caminos De Mesa,Página 8 / Comedor y Sala,5,[],[],[],[],[],Sublinea,Corzo,,[],[],[],[],Activa,[],,
Camino De Mesa Gde Valencia,88854,Caminos De Mesa,Página 8 / Comedor y Sala,6,[],[],[],[],[],Sublinea,Valencia,,[],[],[],[],Activa,[],,
Camino De Mesa Gde Ibiza,86760,Caminos De Mesa,Página 8 / Comedor y Sala,7,[],[],[],[],[],Sublinea,Ibiza,,[],[],[],[],Activa,[],,
Camino De Mesa Gde Mumbai Atlántico,88590,Caminos De Mesa,Página 8 / Comedor y Sala,8,[],[],[],[],[],Sublinea,Mumbai Atlántico,,[],[],[],[],Activa,[],,
Camino De Mesa Gde Mumbai Arena,87810,Caminos De Mesa,Página 8 / Comedor y Sala,9,[],[],[],[],[],Sublinea,Mumbai Arena,,[],[],[],[],Activa,[],,
Camino De Mesa Gde Mumbai Beige,42639,Caminos De Mesa,Página 8 / Comedor y Sala,10,[],[],[],[],[],Sublinea,Mumbai Beige,,[],[],[],[],Activa,[],,
Par Manteles Individuales Bambú,88611,Manteles Individuales,Página 8 / Comedor y Sala,11,[],[],[],[],[],Sublinea,Bambú,,[],[],[],[],Activa,[],,
Par Manteles Individuales Oval,88610,Manteles Individuales,Página 8 / Comedor y Sala,12,[],[],[],[],[],Sublinea,Oval,,[],[],[],[],Activa,[],,
Manteles Individuales Textura Acero,13276,Manteles Individuales,Página 8 / Comedor y Sala,13,[],[],[],[],[],Sublinea,Textura Acero,,[],[],[],[],Activa,[],,
Manteles Individuales Gold,48501,Manteles Individuales,Página 8 / Comedor y Sala,14,[],[],[],[],[],Sublinea,Gold,,[],[],[],[],Activa,[],,
Manteles Individuales Ajijic,87216,Manteles Individuales,Página 8 / Comedor y Sala,15,[],[],[],[],[],Sublinea,Ajijic,,[],[],[],[],Activa,[],,
Par Manteles Individuales Japandi,87485,Manteles Individuales,Página 8 / Comedor y Sala,16,[],[],[],[],[],Sublinea,Japandi,,[],[],[],[],Activa,[],,
Mantel Rectangular Creta,88855,Mantel,Página 8 / Comedor y Sala,17,[],[],[],[],[],Sublinea,Creta,,[],[],[],[],Activa,[],,
Mantel Rectangular Asturias,88858,Mantel,Página 8 / Comedor y Sala,18,[],[],[],[],[],Sublinea,Asturias,,[],[],[],[],Activa,[],,
Mantel Rectangular Cairo,12306,Mantel,Página 8 / Comedor y Sala,19,[],[],[],[],[],Sublinea,Cairo,,[],[],[],[],Activa,[],,
Mantel Rectangular Castilla,87906,Mantel,Página 8 / Comedor y Sala,20,[],[],[],[],[],Sublinea,Castilla,,[],[],[],[],Activa,[],,
Cortina D Tarento,88620,Cortinas,Página 8 / Comedor y Sala,21,[],[],[],[],[],Sublinea,Cortina D Tarento,,[],[],[],[],Activa,[],,
Cortina Trans D Mumbai Blanca,87799,Cortinas,Página 8 / Comedor y Sala,22,[],[],[],[],[],Sublinea,Cortina Trans D Mumbai Blanca,,[],[],[],[],Activa,[],,
Cortina D Ibiza,86765,Cortinas,Página 8 / Comedor y Sala,23,[],[],[],[],[],Sublinea,Cortina D Ibiza,,[],[],[],[],Activa,[],,
Mantel Rectangular Huerta,87844,Juego de Cocina,Página 8 / Comedor y Sala,24,[],['88893' 'Cortina C Huerta'],[],[],['87846' 'Jgo Cortinas B Huerta'],AmbienteConMiniambiente,Huerta,Jgo de Cocina,[],['#' 'HORIZONTAL' ''],[],[],Activa,[],,
Mantel Rectangular Flor De Durazno,88890,Juego de Cocina,Página 8 / Comedor y Sala,25,[],['88891' 'Cortinas C Flor De Durazno'],[],[],['88892' 'Jgo Cortinas B Flor De Durazno'],AmbienteConMiniambiente,Flor De Durazno,Jgo de Cocina,[],[],[],[],Activa,[],,
Mantel Rectangular Puebla,12499,Juego de Cocina,Página 8 / Comedor y Sala,26,[],['11710' 'Cortinas C Puebla'],[],[],['11709' 'Jgo Cortinas B Puebla'],AmbienteConMiniambiente,Puebla,Jgo de Cocina,[],['#' 'DOBLE' ''],[],[],Activa,[],,
Cojín Multiusos Porto Denim,88609,Cojín Multiusos Porto,Página 8 / Comedor y Sala,27,[],[],[],[],[],VariantesDeColor,Denim,,[],[],[],[],Activa,[],,
Cojín Multiusos Porto Kaki,88608,Cojín Multiusos Porto,Página 8 / Comedor y Sala,28,[],[],[],[],[],VariantesDeColor,Kaki,,[],[],[],[],Activa,[],,
Cojín Multiusos Porto Gris Glaciar,88607,Cojín Multiusos Porto,Página 8 / Comedor y Sala,29,[],[],[],[],[],VariantesDeColor,Gris Glaciar,,[],[],[],[],Activa,[],,
Protector Silla Veli Dammar,75140,Protectores de Silla,Página 8 / Comedor y Sala,30,[],[],[],[],[],AmbienteConMiniambiente,Veli Dammar,Protector Silla,[],[],[],[],Activa,[],,
Protector Silla Veli Marino,75143,Protectores de Silla,Página 8 / Comedor y Sala,31,[],[],[],[],[],AmbienteConMiniambiente,Veli Marino,Protector Silla,[],[],[],[],Activa,[],,
Protector Silla Niza Kaki,88534,Protectores de Silla,Página 8 / Comedor y Sala,32,[],[],[],[],[],AmbienteConMiniambiente,Niza Kaki,Protector Silla,[],[],[],[],Activa,[],,
Protector Silla Niza Café,87625,Protectores de Silla,Página 8 / Comedor y Sala,33,[],[],[],[],[],AmbienteConMiniambiente,Niza Café,Protector Silla,[],[],[],[],Activa,[],,
Mandil Creta,88895,Mandiles,Página 8 / Comedor y Sala,34,[],[],[],[],[],Sublinea,Creta,,[],[],[],[],Activa,[],,
Mandil Estaño,88894,Mandiles,Página 8 / Comedor y Sala,35,[],[],[],[],[],Sublinea,Estaño,,[],[],[],[],Activa,[],,
Mandil Premium,77560,Mandiles,Página 8 / Comedor y Sala,36,[],[],[],[],[],Sublinea,Premium,,[],[],[],[],Activa,[],,
Mandil Ibiza,86764,Mandiles,Página 8 / Comedor y Sala,37,[],[],[],[],[],Sublinea,Ibiza,,[],[],[],[],Activa,[],,
Funda De Sillón Niza Sofá Greige,87634,Funda De Sillón Niza,Página 8 / Comedor y Sala,38,[],[],[],[],[],AmbienteConMiniambiente,Greige,Funda de Sillón,[],['#' '' 'VARIANTES'],[],[],Activa,[],,
Funda De Sillón Niza Sofá Verde,88523,Funda De Sillón Niza,Página 8 / Comedor y Sala,39,[],[],[],[],[],AmbienteConMiniambiente,Verde,Funda de Sillón,[],['#' '' 'VARIANTES'],[],[],Activa,[],,
Funda De Sillón Niza Sofá Gris,86677,Funda De Sillón Niza,Página 8 / Comedor y Sala,40,[],[],[],[],[],AmbienteConMiniambiente,Gris,Funda de Sillón,[],['#' '' 'VARIANTES'],[],[],Activa,[],,
Funda De Sillón Niza Sofá Mango,88526,Funda De Sillón Niza,Página 8 / Comedor y Sala,41,[],[],[],[],[],AmbienteConMiniambiente,Mango,Funda de Sillón,[],['#' '' 'VARIANTES'],[],[],Activa,[],,
Funda De Sillón Niza Sofá Marino,87640,Funda De Sillón Niza,Página 8 / Comedor y Sala,42,[],[],[],[],[],AmbienteConMiniambiente,Marino,Funda de Sillón,[],['#' '' 'VARIANTES'],[],[],Activa,[],,
Funda De Sillón Niza Sofá Kaki,88529,Funda De Sillón Niza,Página 8 / Comedor y Sala,43,[],[],[],[],[],AmbienteConMiniambiente,Kaki,Funda de Sillón,[],['#' '' 'VARIANTES'],[],[],Activa,[],,
Funda De Sillón Niza Sofá Café,81009,Funda De Sillón Niza,Página 8 / Comedor y Sala,44,[],[],[],[],[],AmbienteConMiniambiente,Café,Funda de Sillón,[],['#' '' 'VARIANTES'],[],[],Activa,[],,
Fundas De Silla Niza Gris,86672,Fundas De Silla Niza,Página 8 / Comedor y Sala,45,[],[],[],[],[],VariantesDeColor,Niza Gris,,[],[],[],[],Activa,[],,
Fundas De Silla Niza Kaki,86673,Fundas De Silla Niza,Página 8 / Comedor y Sala,46,[],[],[],[],[],VariantesDeColor,Niza Kaki,,[],[],[],[],Activa,[],,
Fundas De Silla Niza Greige,88532,Fundas De Silla Niza,Página 8 / Comedor y Sala,47,[],[],[],[],[],VariantesDeColor,Niza Greige,,[],[],[],[],Activa,[],,
Fundas De Silla Niza Verde,88533,Fundas De Silla Niza,Página 8 / Comedor y Sala,48,[],[],[],[],[],VariantesDeColor,Niza Verde,,[],[],[],[],Activa,[],,
Fundas De Silla Niza Café,87641,Fundas De Silla Niza,Página 8 / Comedor y Sala,49,[],[],[],[],[],VariantesDeColor,Niza Café,,[],[],[],[],Activa,[],,
Protector De Sala Sofá Dammar,81367,Protectores De Sala,Página 8 / Comedor y Sala,50,[],[],[],[],[],AmbienteConMiniambiente, Dammar,Protector de Sala,[],['#' '' 'VARIANTES'],[],[],Activa,[],,
Protector De Sala Sofá Gris Neutral,88583,Protectores De Sala,Página 8 / Comedor y Sala,51,[],[],[],[],[],AmbienteConMiniambiente, Gris Neutral,Protector de Sala,[],['#' '' 'VARIANTES'],[],[],Activa,[],,
