SKU,productType,productName,status,productSection,productOrder,pageTemplate,pageTitle,pageResources,complSheets,complCurtains,complPillowCovers,complCushions,complDecoration,pageCopys,pageKeywords,pageVideos,pageStatus,pageRelatedProducts,pageIcons,pageSubtitle,pageSeoTitle,pageSeoDescription
88718,COBERTOR BABY SIBERIA,COBERTOR BABY SIBERIA CUNA SAFARI,NVO,Página 17 / Bebé,31,Cobertor,safari,['#e9eaeb' '#daddde'],['23033'],['88756'],[],[],[],[],[],[],Activa,,[],cobertor baby siberia,,
88720,COBERTOR BABY SIBERIA,COBERTOR BABY SIBERIA CUNA SWEET,NVO,Página 17 / Bebé,33,Cobertor,sweet,['#e6dfda' '#d6cac2'],['88621'],['88756'],[],[],[],[],[],[],Activa,,[],cobertor baby siberia,,
88736,COBERTOR BABY SIBERIA,COBERTOR BABY SIBERIA CUNA BLUE,NVO,Página 17 / Bebé,35,Cobertor,blue,['#e7e4e0' '#d8d3cb'],['88785'],['88756'],[],[],[],[],[],['/videos/bebe/productos/COBERTOR SIBERIA BLUE VERTICAL.mp4'],Activa,,[],cobertor baby siberia,,
88738,COBERTOR BABY SIBERIA,COBERTOR BABY SIBERIA CUNA LILA,NVO,Página 17 / Bebé,37,Cobertor,lila,['#e6e0df' '#d6cbca'],['88500'],['88756'],[],[],[],[],[],['/videos/bebe/productos/COBERTOR SIBERIA LILA VERTICAL.mp4'],Activa,,[],cobertor baby siberia,,
54852,COBERTOR BABY SIBERIA,COBERTOR BABY SIBERIA CUNA STARS,CONT,Página 17 / Bebé,39,Cobertor,stars,['#f0edea' '#e7e1dd'],['88623'],['88756'],[],[],[],[],[],[],Activa,,[],cobertor baby siberia,,
55137,COBERTOR BABY SIBERIA,COBERTOR BABY SIBERIA CUNA DINOSAURIOS,CONT,Página 17 / Bebé,41,Cobertor,dinosaurios,['#f8f8f8' '#f3f4f4'],['23033'],['88756'],[],[],[],[],[],[],Activa,,[],cobertor baby siberia,,
86892,COBERTOR BABY SIBERIA,COBERTOR BABY SIBERIA CUNA NUBES,CONT,Página 17 / Bebé,43,Cobertor,nubes,['#dfd6d3' '#cbbbb6'],['87252'],['88756'],[],[],[],[],[],[],Activa,,[],cobertor baby siberia,,
87873,COBERTOR BABY SIBERIA,COBERTOR BABY SIBERIA CUNA COZY,CONT,Página 17 / Bebé,45,Cobertor,cozy,['#cfcfd1' '#b0b0b2'],['88219'],['88756'],[],[],[],[],[],[],Activa,,[],cobertor baby siberia,,
88848,Kits De Regalo,KIT DE REGALO BLUE,CONT,Página 17 / Bebé,47,Sublinea,blue,['INDIVIDUAL'],[],[],[],[],[],[],[],[],Activa,,[],,,
88849,Kits De Regalo,KIT DE REGALO LILA,CONT,Página 17 / Bebé,48,Sublinea,lila,['INDIVIDUAL'],[],[],[],[],[],[],[],[],Activa,,[],,,
86941,Sleep Bags,SLEEP BAG 2-4 AÑOS AZUL,CONT,Página 17 / Bebé,50,Sublinea,azul,[],[],[],[],[],[],[],[],[],Activa,,[],,,
88819,Sleep Bags,SLEEP BAG 2-4 AÑOS LILA,CONT,Página 17 / Bebé,51,Sublinea,lila,[],[],[],[],[],[],[],[],[],Activa,,[],,,
88820,Sleep Bags,SLEEP BAG 2-4 AÑOS BALLENITA,CONT,Página 17 / Bebé,52,Sublinea,ballenita,[],[],[],[],[],[],[],[],[],Activa,,[],,,
88880,Sleep Bags,SLEEP BAG 2-4 AÑOS JIRAFITA,NVO,Página 17 / Bebé,53,Sublinea,jirafita,[],[],[],[],[],[],[],[],[],Activa,,[],,,
88756,Bolsa De Regalo,BOLSA DE REGALO BEBÉ 24-25,CONT,Página 17 / Bebé,54,Sublinea,bolsa de regalo bebé 24-25,[],[],[],[],[],[],[],[],[],Activa,,[],,,
